min_ttc,Agent1_S,Agent1_Speed,Agent1_1_SA_EndSpeed,Agent1_1_TA_Offset,Agent1_1_TA_Period,Agent1_1_TA_Times,Ego_Speed
0.17033916172131153,50.0,0.0,40.0,0.2,0.2,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.2,0.2,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.2,0.6,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.2,0.6,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.2,0.6,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.2,1.0,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.2,1.0,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.2,1.0,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,0.2,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,0.2,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,0.2,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,0.6,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,0.6,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,0.6,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,1.0,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,1.0,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.4,1.0,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,0.2,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,0.2,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,0.2,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,0.6,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,0.6,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,0.6,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,1.0,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,1.0,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.6,1.0,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,0.2,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,0.2,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,0.2,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,0.6,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,0.6,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,0.6,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,1.0,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,1.0,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,0.8,1.0,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,0.2,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,0.2,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,0.2,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,0.6,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,0.6,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,0.6,3.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,1.0,1.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,1.0,2.0,40.0
0.17033916172131153,50.0,0.0,40.0,1.0,1.0,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,0.2,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,0.2,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,0.2,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,0.6,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,0.6,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,0.6,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,1.0,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,1.0,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-1.0,1.0,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,0.2,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,0.2,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,0.2,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,0.6,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,0.6,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,0.6,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,1.0,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,1.0,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.8,1.0,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,0.2,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,0.2,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,0.2,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,0.6,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,0.6,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,0.6,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,1.0,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,1.0,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.6,1.0,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,0.2,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,0.2,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,0.2,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,0.6,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,0.6,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,0.6,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,1.0,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,1.0,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.4,1.0,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,0.2,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,0.2,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,0.2,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,0.6,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,0.6,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,0.6,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,1.0,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,1.0,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.2,1.0,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,0.2,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,0.2,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,0.2,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,0.6,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,0.6,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,0.6,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,1.0,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,1.0,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,-0.0,1.0,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,0.2,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,0.2,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,0.2,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,0.6,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,0.6,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,0.6,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,1.0,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,1.0,2.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.2,1.0,3.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.4,0.2,1.0,40.0
0.1686087635673778,50.0,0.0,40.0,0.4,0.2,2.0,40.0
